"SUBNATION_NAME","NAME_CATEGORY_DESC","ELCODE","FAMILY","SNAME","SCOMNAME","GNAME","GCOMNAME","S_RANK","N_RANK","G_RANK","ORIGIN_DESC","CURR_PRESENCE_ABSENCE_DESC","EO_TRACK_STATUS_DESC","Scientific Name","English Name","BirdNET"
"Alberta","Vertebrate Animal","ABPBX01040","Parulidae","Leiothlypis peregrina","Tennessee Warbler","Leiothlypis peregrina","Tennessee Warbler","S5B","N5B,N5M","G5","Native","Present","Do not track","Leiothlypis peregrina","Tennessee Warbler","Leiothlypis peregrina_Tennessee Warbler"
"Alberta","Vertebrate Animal","ABPBX01050","Parulidae","Leiothlypis celata","Orange-crowned Warbler","Leiothlypis celata","Orange-crowned Warbler","S5B","N5B,N3N,N5M","G5","Native","Present","Do not track","Leiothlypis celata","Orange-crowned Warbler","Leiothlypis celata_Orange-crowned Warbler"
"Alberta","Vertebrate Animal","ABPBX01060","Parulidae","Leiothlypis ruficapilla","Nashville Warbler","Leiothlypis ruficapilla","Nashville Warbler","S3B","N5B,N5M","G5","Native","Present","Do not track","Leiothlypis ruficapilla","Nashville Warbler","Leiothlypis ruficapilla_Nashville Warbler"
"Alberta","Vertebrate Animal","ABPBJ05020","Regulidae","Corthylio calendula","Ruby-crowned Kinglet","Corthylio calendula","Ruby-crowned Kinglet","S4B","N5B,N5N,N5M","G5","Native","Present","Do not track","Corthylio calendula","Ruby-crowned Kinglet","Corthylio calendula_Ruby-crowned Kinglet"
"Alberta","Vertebrate Animal","ABPBG10030","Troglodytidae","Cistothorus stellaris","Sedge Wren","Cistothorus stellaris","Sedge Wren","S3B","N5B,N5M","G5","Native","Present","Track all extant and selected historical EOs","Cistothorus stellaris","Sedge Wren","Cistothorus stellaris_Sedge Wren"
"Alberta","Vertebrate Animal","ABNKD06071","Falconidae","Falco peregrinus anatum","Peregrine Falcon","Falco peregrinus anatum","American Peregrine Falcon","S1B","N3N4B","G4T4","Native","Present","Do not track","Falco peregrinus","Peregrine Falcon","Falco peregrinus_Peregrine Falcon"
"Alberta","Vertebrate Animal","ABPBR01032","Laniidae","Lanius ludovicianus excubitorides","Loggerhead Shrike","Lanius ludovicianus excubitorides","Prairie Loggerhead Shrike","S3B","N3B","G4T4","Native","Present","Track all extant and selected historical EOs","Lanius ludovicianus","Loggerhead Shrike","Lanius ludovicianus_Loggerhead Shrike"
"Alberta","Vertebrate Animal","ABNNB03072","Charadriidae","Charadrius melodus circumcinctus","Piping Plover","Charadrius melodus circumcinctus","Piping Plover","S2B","N3B","G3T3","Native","Present","Track all extant and selected historical EOs","Charadrius melodus","Piping Plover","Charadrius melodus_Piping Plover"
"Alberta","Vertebrate Animal","ABPBX24012","Icteriidae","Icteria virens auricollis","Yellow-breasted Chat","Icteria virens auricollis","Yellow-breasted Chat","S3S4B","N3N4B","G5T4T5","Native","Present","Do not track","Icteria virens","Yellow-breasted Chat","Icteria virens_Yellow-breasted Chat"
"Alberta","Vertebrate Animal","ABNNF11021","Scolopacidae","Calidris canutus rufa","Red Knot","Calidris canutus rufa","Red Knot","SUM","N1B,N3N4N,N3M","G4T2","Native","Present","Track all extant and selected historical EOs","Calidris canutus","Red Knot","Calidris canutus_Red Knot"
"Alberta","Vertebrate Animal","ABNKA01010","Cathartidae","Coragyps atratus","Black Vulture","Coragyps atratus","Black Vulture","SNA","NNA","G5","Native","Unknown/Undetermined","Do not track","Aegypius monachus","Black Vulture","Aegypius monachus_Black Vulture"
"Alberta","Vertebrate Animal","ABNJB10170","Anatidae","Anas penelope","Eurasian Wigeon","Mareca penelope","Eurasian Wigeon","SNA","NUN,N4N5M","G5","Native","Unknown/Undetermined","Do not track","Mareca penelope","Eurasian Wigeon","Mareca penelope_Eurasian Wigeon"
"Alberta","Vertebrate Animal","ABPBX01061","Parulidae","Leiothlypis ruficapilla ridgwayi","Nashville Warbler","Leiothlypis ruficapilla ridgwayi","Nashville Warbler","S3B","N5B","G5TNR","Native","Present","Do not track","Leiothlypis ruficapilla","Nashville Warbler","Leiothlypis ruficapilla_Nashville Warbler"
